,Clinic_name,Topics,Sentiment,Reviews,Avg_clinic_score
0,Columbia University Fertility,Doctor,Positive," She is an excellent doctor, who treats her patients at a very personal level Dr Brady took care of us and everything worked great for us The entire team of Dr Brady is very helpful, professional and listens to patient concerns with care and these issues are properly taken care offI wish I could give them more than 5 stars and especially to Dr Brady, who is an excellent consultant and above all a great human being We felt honored to have been her patients She makes you very comfortable during the entire procedure and ensures that you are not stressed during any phase in any way So, when I felt low or felt nervous on some issue, I would contact Dr Brady and she would reply that ""it's fine"" or ""it will get better"" or ""its pretty normal"" made me feel great, even if I were not feeling good earlier These words may seem pretty simple in normal English but believe me, coming from your physician when you are in distress works wonder and Dr Brady is great in communicating them in such a way that these lines would act as healer for meThere aren't enough words to describe how amazing Dr Eric Forman and the staff at Columbia Fertility Center are It felt like everything was done for us Long story short, after several months we had a successful IVF in the first try :) Every doctor we worked with was incredible but our favorite by far was Dr Brady We are definitely coming back for baby #2 :) Dr Brady was incredibly knowledgeable, professional, supportive and super sweet  The staff was so friendly they felt like extended family while going through the ups and downs that can occur with fertility woes  Over the course of two years there were many who I interacted with and I would call out their names but I don't want to leave anyone out! It was a happy day to ""graduate"" and be released to my ob gyn with hugs and high fives from the staff and Dr Forman!  Fast forward to almost a year later and I'm a first time parent to a happy and healthy baby girl Dr Karipcin was amazing and we were lucky to have her She's a caring and compassionate doctor She was very supportive of me going forward with IVF, so we felt very confident under her care Dr Forman is an open book and has the fastest response rate of pretty much anyone I've ever emailed with, period Columbia really has thought about all of the intricacies and has done a great job making it as streamlined as possible for patients Dr Sinem Karipcin (Dr K) was positive, warm, and laughed with us through the good and bad times! I could not recommend Columbia more Dr Karipcin was our doctor and she was amazing She is a smart, competent, and dedicated professional She is just a wonderfully compassionate and warm person From the very beginning till the end, she was very knowledgeable, attentive and considerate, and she was always easy to talk to and responded to our questions both in person and via emailMy husband and I had the good fortune of being connected to Dr Forman during our journey through conception From the day we met with Dr Eric Forman it was all positive and promising Instead, they have given us more than promised at every appointment with respect to their time and answers to every question that we hadDr McConnell was amazing She is passionate about her work, she is rewarded internally when she experiences her patients become moms-to-beMy husband and I are extremely joyful that we had the experience to work with Dr McConnell, as our fertility specialistDr Forman and the team at Columbia are among the very best out there Dr Forman is the most responsive, accessible doctor I have ever worked with: he always answered emails within the day, sometimes within minutes, and he was willing to have lengthy phone conversations with me to go over any and every question I had He is extremely knowledgeable and willing to share as much granular information as you need; I always felt I could question the particular reasoning behind a decision to understand it better but also trust his expertise Dr Forman always treated me as an individual, as he adjusted my protocols over the course of treatment to get better and better outcomes Dr Forman checked in with the office and emailed me while on his vacation to tell me that my blood test results were positive and that the IVF round was successful While there are many women that go through their offices every day, every doctor and nurse cares about the individual patientWe came to Columbia after reading the positive reviews on Fertility IQ, particularly for Dr Forman Dr Forman is caring and highly communicative (no other doctor has ever emailed me to keep me informed at each stage), and really takes all the delicate factors (labs, insurance, age, etc She is *extremely* knowledgeable, answered all of my questions, and has a very comforting bedside manner which is so important Me and my husband both felt confident that we were in the best hands possible  She has an excellent bedside manner and takes time to explain everything with her patients  She really seems to care about her patients and makes sure to go beyond to make sure you are comfortable throughout the entire processDr Forman was one of the best doctors I've every encountered in my lifeI would like to recommend Dr Rogerio Lobo as he is one of the most polite and patient doctor that I have come across He listens very well to his patient's needs and provide sound advice I just had my baby girl and if it wasn't for his advice and care, I would not have gone thru some of the challenges and have our beautiful daughterDr Forman listened to my concerns and is very good with first time IVF patients He consistently went above and beyond for me the entire time I was in his care A perfect example of this was when I had expressed how much I wanted him to perform the actual IVF procedure rather than another doctor from the clinicDr Williams is the most amazing Dr He is kind, caring and compassionateEverybody is very kind and caring She was so patient and  answered all of our questions in detail and thoughtfully always She paid attention to my bloodwork and scans and was spot on and made sure my protocol fit me I never felt like just the ""next"" patient but truly like they cared I could go on and on but honestly Dr McConnell was simply the best and so knowledgeable especially with any ideas I brought to her attentionI live in New Hampshire and feel so incredibly grateful to have been referred to the Columbia University Fertility Center and Dr Williams The care that I received from Dr Williams and his team was unlike any other Dr Williams made himself available to me during all hours of the day and expressed the most sincere, intent care Thank you all for all that you have done for our family!  We are truly, truly grateful! All of these qualities separated him from the other doctors in my mind and gave me constant reassurance and confidence that we had chosen the right doctor, staff and facilitySaw Dr Forman a few weeks back and very happy with my experience Dr Forman was very thorough and had a great bedside mannerOur whole experience in the center was wonderful! Dr Forman was so fantastic! Dr Forman assisted us through every step of this scary and exciting process He is kind, detailed and always available Dr McConnell is brilliant and also kind and comforting throughout what can be a very anxiety-producing process I mainly see her in the Westchester office, but I have been to the new Manhattan location as well and it's amazing!! I had an appointment with Dr Forman once when Dr McConnell was out of the office and he seemed great as well Dr Forman was so supportive, responsive, caring, and knowledgeable! He was there for us every step of the way and took the time to explain the process He truly wants to be there for his patients and always answered my questions over email without delay! I was blown away by the amazing level of care - especially after my husband and I had a negative experience with another fertility clinic Dr Forman was compassionate, informative, and supportive We undertook one round of IVF with Dr Forman and were successful - he helped us beat the odds",2.7777777777777777
1,Columbia University Fertility,Doctor,Negative," Both my husband and I have been very demanding in our attention from the doctor and his team and we got nothing short of it We began our journey nervous and very unsure of what to expect I felt bad emailing him on the weekends because I knew that he would answer within hours and I did not want to take him away from his family Over the course of my journey, I got to know the staff so well that I felt sad leaving to my regular obgyn As a high risk patient, I was very nervous about finding the right doctor who understood my condition and I had the extremely good fortune of being connected with Dr Brady who could not have been more caring and thorough Of course, no one answered the phone upon me calling Yet, every time I see a false bill from them my stress level goes upHe and his team understood that these things mattered and what a difference it makes when your concerns are taken seriously I can not recommend Dr Forman and the entire team - doctors, nurses, techs, etc - highly enough",2.7777777777777777
2,Columbia University Fertility,Doctor,Neutral," Dr Forman always took his time explaining, answering our questions, and never made us feel rushed I was able to contact Dr Forman at any time and always received a quick reply whether by email or by phone  Spends a lot of time detailing plans but then doesn't actually follow through Once, when she was done with a procedure with a different patient, she quickly came to see me to personally review my ultrasound and speak to me I was specifically a patient of Dr Forman and his bedside manner is exceptional She was extremely patient with me, answering (in detail) any and numerous questions that crossed my mind He was professional and informative but also explained everything in language that we could understand  I went for a routine visit and had a general question and she went through the history of my chart to respond in a way that was suited for my individual programJessica and Edelith was very polite and sensitive towards me knowing the reason why I am coming to see the doctor I actually teared up when I saw him I rarely find a doctor who I feel is just as invested in my case as I am, and Dr Williams and the group exceeded all of my expectations He always responded to any question or concern I had within a hour or less even when he was on vacation All he doctors in the practice we encountered were just the same She is patient with me and answers all of my questions, and I never feel rushedLet me start off by saying that I'm writing this as my 5 week old son is napping in the other room After seeing many fertility specialists on Long Island and in the city we found Dr Eric Forman",2.7777777777777777
3,Columbia University Fertility,Advice,Positive," She prepares a road map for a patient and follow it up till the end, which I really liked about her There is nothing ambiguous about her plan, she makes everything simple and clear She is an expert of her field and very knowledgeable care provider in her field of expertise One can be inspired in many ways from herWhile going through all this, you don't only need medications but you also need support and kind words from your medical team as wellIf anyone is considering a fertility program, I would sincerely advise to consult Columbia Fertility and look for Dr Brady as she is the best resource And one last advice, when you become her patient, trust on her judgement and her team and believe me "" It will get better""Thank you, Dr Forman, for helping us become parents of an amazing baby boy After such outstanding level of care and professionalism I decide to switch all my doctors to Columbia doctors! We will definitely go back to her if we decide to have a 2nd baby! Dr Forman and the entire Columbia Fertility staff are the nicest people you'll ever come across throughout your fertility journey No question is dumb or too small for him He gets how stressful of a process this is for you and truly does everything he can to make you feel as comfortable and well informed as possible Thank you doctor! In addition he makes it very clear that he cares about your overall health Columbia university fertility center has the most inviting caregivers We are blessed to be associated with them and Dr Forman The best team to go to if you're looking for the right doctor for IVF While he seems a bit quiet and not super warm/fuzzy at first, he clearly cares about his patients--who else calls the evening before a retrieval to check if you have any last questions and wish you luck??--and goes above and beyond to help Dr Forman is everything you could want and more in a doctorDr Rachel McConnell is an outstanding physician She gives you hope and leaves you feeling confident in her capable and caring handsLoved all the staff at Columbia University FertilityI am extremely happy with this center Dr Forman is the best Doctor Thank you Dr Lobo! Nothing was too small for his attention and he's always doing his best for you Peri, the Egg Donor Program Coordinator, is especially great I would highly recommend him and his practice They truly made the experience better as tough as this is experience is Thank you and I hope to see everyone with my double rainbow baby Unsure of where to begin or how to start this daunting process, we decided to meet with a Dr at Columbia and essentially took a leap of faith Completely trust his opinions and have switched to him as a result",2.7777777777777777
4,Columbia University Fertility,Advice,Negative," I would often bother her with issues, which may not be of great significance but she would always get back very quickly either through email or phoneDoctor was all talk no action I frequently emailed him serious and silly questions and he always answered quickly Even on days he wasn't scheduled to perform certain procedures, he made it a point to be there anyway for his patientsI cannot say enough good things about my experience with Dr Forman and the team at Columbia's fertility centerI cannot say enough great things about this practice He is also very knowledgeable and would not simply just recommend any invasive procedures Save yourself the aggravation, frustration and heartbreak",2.7777777777777777
5,Columbia University Fertility,Advice,Neutral, She would even reply emails on SundaysMy husband and I decided on Columbia after stumbling upon an insanely high review of Dr Forman via a blog post (and then further review stalking on Fertility IQ) She will always be a part of our family) of a patient's unique profile into consideration She expressed to me come up to the penthouse and check it outHe takes his time getting to know you and your needs,2.7777777777777777
6,Columbia University Fertility,Nurse,Positive,"I would especially mention that even during this stressful Corona pandemic, she really managed everything so well and she ensured that I wasn't effected by it in anyway, for which I am really grateful to her She was always in touch and her entire team was on top of everything She answered all our questions, answered our emails promptly, and was always positive We were so lucky to have worked with her They are great! Dr Rackow and my care team (nurse and care coordinator) were such a pleasure to work with and extremely thorough and informative He was positive and reassuring and was ALWAYS available to answer any and all questions And the staff are equally as caring and helpful From the very first step of receiving information to the end of my process, Dr Brady along with her team, Sherry and Varda, truly made me feel very comfortable and made the journey much easier  The staff are always courteous and Dr Paula Brady is amazing  He's pragmatic, kind,compassionate, so responsive, and super on top of everything Jenny who takes your blood is so kind and skilled and such a pleasure The nurses are great She was incredibly helpful and reliableWe have partnered with Dr Rachel McConnell and so beyond happy with her The morning monitoring was always so prompt in both offices as well He was truly understanding and personable, had amazing communication and response time - no question too inconsequential or too complicated to re-explain and is SUPER informative His nurse Tiffany is the sweetest and most kind and loving person She really taker her time to make you feel safe and taken care of Lastly, the front desk team and Tara, always helpful, friendly and attentiveThis place is wonderful! My husband and I received incredibly personalized care from every member of the team",2.7777777777777777
7,Columbia University Fertility,Nurse,Negative, Words cannot express my gratitude to Jen,2.7777777777777777
8,Columbia University Fertility,Nurse,Neutral, We were seen by Dr Paula Brady at the Columbia University Clinic  She answered all my questions and concerns I mean from Antoinette from billing to Katrina and Nicole were just always on point He explained highly complex and technical procedures in plain english,2.7777777777777777
9,Columbia University Fertility,Clinic,Positive,"Columbia University Fertility center is an excellent fertility clinic as they have wonderful team of doctorsThe Clinic as a whole is also very good as it is open to patients on holidays, weekends, and even the new year holidayGod has deputed some angels in the form of humans and she is one of those angels working to help distressed people at a very personal levelThe atmosphere at Columbia Fertility Center is warm and welcoming Its the nicest atmosphere I have ever experienced in a doctor's officeWe had an amazing experience First of all the whole place had a positive and light energy The entire stuff was always smiling But honestly it all went so smooth and hustle free I had no confusion I knew what to do next every step of the wayI had a great experience with Columbia Fertility  doctors and staff over a couple of years  All who I interacted with were attentive and responsive- from the front desk staff, nursing staff, back office staff and the doctorsWe had a wonderful experience at Columbia University Fertility Center The office space is bright and clean, the employees are constantly smiling, no matter what time of day it is, and the communication process cannot be beat These are little things, but make a huge difference throughout the experience A million thank you's to every single person we crossed paths with at Columbia- we are forever grateful for all of you and will definitely be back for baby #2! They make you feel welcome, they are fast, and they communicate well Of course there were bad days, hormonal days, sad days, but through it all my care team was supportive! The nurses smile at you and they try to all learn your name The only downside is that I WISH that Dr K could be my OBGYN and deliver my baby! When we arrived at Columbia Fertility, we were impressed with the facility It was welcoming, bright, and new, everything you want from a clinic The receptionists were all nice and pleasant The nurses and technicians became like friends They were supportive and friendly, at a time when you really need to see a smileWe had a wonderful experience here, primarily because of dr BradyThe Columbia Fertility Center has been amazing! I started seeing them less than a year ago for IVF and they have been very helpful every step of the way During the monitoring phases of IVF you may not always see your doctor but that never made me feel uncomfortable because they were all warm and supportive of your concerns We have never met with a more attentive, caring, compassionate and empathic doctor and facilityI had a great experience with Columbia Fertility and would highly recommend to anyone I felt like I was in great hands throughout my entire experience The people at the front desk were always so friendly and helpful Being a teacher, the monitoring hours worked for me and they were able to accommodate me by giving me one of the first appointments I have recommended Columbia fertility to many people and we are eternally grateful for everything they have done for us We have our family thanks to her!! The new Westchester location is beautiful, state of the art, and conveniently located We are forever grateful for their help in growing our family! The Columbia team as a whole has been wonderful - from the front desk, to the nurses, to the staff who coordinate medications, everyone has been professional and sensitive, and things have moved along seamlessly Infertility is physically and emotionally draining, but my husband and I have been able to relax somewhat knowing that they have everything under control here I had a wonderful experience at Columbia Fertility from consultation to conception The office staff, nurses, care coordinators -- they are all so kind and attentive (and the office itself is very relaxing + clean They were very helpful and compassionate  I have been to 3 different centers and this is by far the most thorough, most courteous, caring and treats each patient as though you are their only patient After leaving this agency, I went to New Hope Fertility Center and I'm finally pregnant Incredibly knowledgeable, attentive and warm Every person that works here is truly wonderful The people at the reception desk are amazing They really try to get you in and out as easily as possible I will be forever grateful to all of these people for everything they've done for me These things mean the world to women who have no control over their bad fortune Even the front desk and nurses who draw blood exhibited the same standard of care Her staff In Scarsdale and the city were just the best They always made sure they called/emailed me with any information and results and were very sympathetic They were caring, kind, brilliant, and progressive I previously saw another Dr in Brooklyn, but my experience at Columbia Fertility Clinic was like night and day All the nurses in the center who assisted us and did our Lab work (on what felt almost daily) were so professional and kind I can't say enough wonderful things of this entire practice! I am so happy we chose Columbia University Fertility! We are so blessed that all went perfectly and we are expecting a baby, May 1st! THANK YOU to the fantastic team or caring professionals! The process of scheduling appointments is seamless, and I adore all of the nurses, secretaries, and phlebotomists I have interacted with So grateful for their entire team! Would highly recommend staying away from Columbia ",2.7777777777777777
